YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,condition,updated
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,079,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,079,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,079,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,079,"1 June, 2020"
1995,12,12,8,11,19,19,14,9,18,12,16,7,157,043,"1 June, 2020"
1996,13,10,9,9,5,6,10,15,13,12,18,5,125,043,"1 June, 2020"
1997,20,9,25,11,21,16,15,18,19,12,14,8,188,043,"1 June, 2020"
1998,15,20,21,10,9,20,18,19,11,6,12,13,174,043,"1 June, 2020"
1999,5,9,10,16,19,17,20,17,17,16,10,15,171,043,"1 June, 2020"
2000,13,15,18,15,26,22,24,23,18,13,12,10,209,043,"1 June, 2020"
2001,13,13,10,23,11,11,6,1,12,7,2,4,113,043,"1 June, 2020"
2002,6,4,7,6,8,5,4,8,8,4,7,3,70,043,"1 June, 2020"
2003,6,10,4,4,4,4,8,2,6,7,12,10,77,043,"1 June, 2020"
2004,7,10,7,8,3,10,10,6,5,9,13,14,102,043,"1 June, 2020"
2005,23,17,11,16,26,32,28,24,25,19,10,9,240,043,"1 June, 2020"
2006,22,14,7,30,30,34,37,30,25,18,13,14,274,043,"1 June, 2020"
2007,20,12,14,18,42,33,39,43,67,99,104,91,582,043,"1 June, 2020"
2008,63,44,33,27,11,17,16,24,15,12,8,16,286,043,"1 June, 2020"
2009,13,15,29,17,17,10,8,10,16,11,14,6,166,043,"1 June, 2020"
2010,6,4,8,11,6,8,10,9,3,11,10,11,97,043,"1 June, 2020"
2011,15,11,13,12,14,12,12,16,8,9,15,16,153,043,"1 June, 2020"
2012,19,11,9,14,30,25,19,25,8,10,13,18,201,043,"1 June, 2020"
2013,26,23,23,15,26,21,13,16,15,11,14,14,217,043,"1 June, 2020"
2014,17,28,17,12,13,13,15,18,14,10,12,17,186,043,"1 June, 2020"
2015,27,19,13,21,32,45,41,80,78,113,97,79,645,043,"1 June, 2020"
2016,97,128,112,80,65,48,55,56,53,44,24,42,804,043,"1 June, 2020"
2017,48,48,83,67,58,67,82,69,69,65,90,66,812,043,"1 June, 2020"
2018,67,91,88,97,73,38,40,35,31,36,18,20,634,043,"1 June, 2020"
2019,17,15,15,15,17,7,7,18,15,12,13,20,171,043,"1 June, 2020"
2020,26,36,19,10,5,0,0,0,0,0,0,0,96,043,"1 June, 2020"
2001,0,4,1,0,0,0,1,0,0,0,0,0,6,049,"1 June, 2020"
2002,1,0,1,0,0,0,0,0,0,0,0,0,2,049,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2004,0,0,1,0,0,0,0,0,0,0,0,0,1,049,"1 June, 2020"
2005,0,0,2,0,0,0,0,0,0,0,0,0,2,049,"1 June, 2020"
2006,0,0,0,0,0,1,0,0,0,0,0,0,1,049,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2008,0,0,1,1,0,0,0,0,0,0,0,0,2,049,"1 June, 2020"
2009,0,0,2,0,2,0,0,0,0,0,0,0,4,049,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2011,0,0,8,3,4,0,0,0,0,0,0,1,16,049,"1 June, 2020"
2012,0,1,0,0,0,0,0,0,0,0,0,0,1,049,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2015,0,1,0,0,1,0,0,0,0,0,0,0,2,049,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2018,0,0,1,0,0,0,0,0,0,0,0,0,1,049,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,049,"1 June, 2020"
1991,8,1,5,3,8,4,2,6,2,3,2,7,51,044,"1 June, 2020"
1992,2,1,4,6,2,11,5,3,4,2,5,4,49,044,"1 June, 2020"
1993,9,3,6,6,3,13,5,4,2,8,3,6,68,044,"1 June, 2020"
1994,2,6,5,2,12,4,7,9,0,9,7,5,68,044,"1 June, 2020"
1995,1,3,2,7,3,1,4,1,5,6,11,1,45,044,"1 June, 2020"
1996,7,5,6,4,5,4,4,0,9,6,3,1,54,044,"1 June, 2020"
1997,5,1,1,1,5,1,4,6,4,2,2,2,34,044,"1 June, 2020"
1998,5,0,1,5,2,3,5,4,2,3,3,1,34,044,"1 June, 2020"
1999,1,0,0,0,0,0,0,0,0,0,0,0,1,044,"1 June, 2020"
2000,0,0,0,0,0,0,0,1,0,1,1,0,3,044,"1 June, 2020"
2001,0,0,0,0,1,0,0,0,0,0,0,0,1,044,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,044,"1 June, 2020"
1991,8,6,16,4,14,9,13,12,8,18,20,14,142,023,"1 June, 2020"
1992,6,22,9,4,4,12,4,12,10,5,11,11,110,023,"1 June, 2020"
1993,5,7,7,5,7,5,4,8,9,11,10,1,79,023,"1 June, 2020"
1994,18,8,7,7,10,4,9,2,6,7,10,12,100,023,"1 June, 2020"
1995,11,15,18,5,5,10,7,14,8,36,24,17,170,023,"1 June, 2020"
1996,12,7,5,11,7,6,2,3,3,8,10,14,88,023,"1 June, 2020"
1997,5,1,9,5,7,1,0,1,3,1,3,2,38,023,"1 June, 2020"
1998,2,1,4,3,7,4,2,5,0,9,10,8,55,023,"1 June, 2020"
1999,6,5,4,12,10,8,4,6,4,8,5,10,82,023,"1 June, 2020"
2000,8,9,9,4,9,8,8,4,8,12,14,10,103,023,"1 June, 2020"
2001,14,13,18,13,11,4,6,8,11,14,17,7,136,023,"1 June, 2020"
2002,4,5,11,6,8,55,37,39,26,8,8,7,214,023,"1 June, 2020"
2003,9,9,10,8,19,14,23,18,23,25,23,18,199,023,"1 June, 2020"
2004,30,17,26,21,23,13,16,13,25,24,12,19,239,023,"1 June, 2020"
2005,10,10,19,22,15,16,10,14,18,8,15,8,165,023,"1 June, 2020"
2006,16,13,14,11,15,14,12,15,16,21,10,8,165,023,"1 June, 2020"
2007,11,6,9,9,10,5,4,7,5,13,7,7,93,023,"1 June, 2020"
2008,7,7,8,11,11,12,9,14,4,7,5,7,102,023,"1 June, 2020"
2009,4,3,9,4,5,7,7,5,5,7,0,7,63,023,"1 June, 2020"
2010,7,2,2,2,1,5,1,2,5,9,11,11,58,023,"1 June, 2020"
2011,11,4,7,4,11,3,4,7,10,14,9,5,89,023,"1 June, 2020"
2012,3,5,5,7,4,4,3,7,7,19,8,4,76,023,"1 June, 2020"
2013,4,0,3,3,6,7,2,3,4,7,7,1,47,023,"1 June, 2020"
2014,3,5,3,1,3,2,4,4,2,6,6,2,41,023,"1 June, 2020"
2015,0,1,1,0,2,0,0,1,2,2,3,4,16,023,"1 June, 2020"
2016,1,0,0,0,1,1,0,5,1,4,4,5,22,023,"1 June, 2020"
2017,2,2,1,1,2,2,1,4,1,5,0,0,21,023,"1 June, 2020"
2018,2,1,1,1,0,0,2,1,0,1,0,0,9,023,"1 June, 2020"
2019,2,1,1,2,3,0,2,2,1,3,2,2,21,023,"1 June, 2020"
2020,0,1,0,9,2,0,0,0,0,0,0,0,12,023,"1 June, 2020"
1991,1,8,8,5,0,1,2,0,1,2,4,4,36,080,"1 June, 2020"
1992,2,4,1,2,0,2,0,2,1,0,1,0,15,080,"1 June, 2020"
1993,5,3,0,1,2,0,1,0,1,4,3,1,21,080,"1 June, 2020"
1994,3,2,2,3,2,4,1,2,4,3,1,2,29,080,"1 June, 2020"
1995,5,10,2,3,1,1,3,3,2,2,0,1,33,080,"1 June, 2020"
1996,3,5,8,1,2,1,4,0,2,2,3,4,35,080,"1 June, 2020"
1997,2,4,2,2,2,2,1,1,2,1,1,2,22,080,"1 June, 2020"
1998,2,5,2,1,2,0,0,0,0,2,4,1,19,080,"1 June, 2020"
1999,0,2,6,1,1,4,2,0,1,2,1,1,21,080,"1 June, 2020"
2000,3,2,3,2,3,1,2,3,0,2,0,4,25,080,"1 June, 2020"
2001,9,1,3,3,1,0,2,7,3,0,0,2,31,080,"1 June, 2020"
2002,3,2,6,1,3,1,8,2,2,4,0,2,34,080,"1 June, 2020"
2003,5,8,4,5,1,6,1,0,2,2,1,5,40,080,"1 June, 2020"
2004,5,4,7,12,10,4,8,7,6,5,1,7,76,080,"1 June, 2020"
2005,8,9,4,1,2,3,1,2,5,6,3,4,48,080,"1 June, 2020"
2006,7,15,10,4,4,5,3,5,2,3,3,2,63,080,"1 June, 2020"
2007,5,9,5,3,3,0,3,8,2,7,4,9,58,080,"1 June, 2020"
2008,6,9,9,7,3,2,3,1,6,3,6,9,64,080,"1 June, 2020"
2009,12,11,3,9,4,2,6,2,2,2,4,4,61,080,"1 June, 2020"
2010,15,13,8,5,6,1,6,4,8,11,3,6,86,080,"1 June, 2020"
2011,14,9,4,5,8,0,3,4,2,2,8,10,69,080,"1 June, 2020"
2012,14,11,7,4,2,4,2,2,3,3,14,11,77,080,"1 June, 2020"
2013,11,9,5,10,9,7,1,1,3,8,2,8,74,080,"1 June, 2020"
2014,13,9,8,10,7,4,4,3,3,2,3,4,70,080,"1 June, 2020"
2015,8,8,10,5,3,4,7,5,2,7,5,12,76,080,"1 June, 2020"
2016,17,11,7,3,5,5,4,4,5,4,9,5,79,080,"1 June, 2020"
2017,12,8,7,2,2,3,6,1,2,4,10,11,68,080,"1 June, 2020"
2018,13,8,6,6,5,4,4,3,8,9,5,9,80,080,"1 June, 2020"
2019,19,23,18,5,12,4,5,2,5,9,2,13,117,080,"1 June, 2020"
2020,11,15,9,2,1,0,0,0,0,0,0,0,38,080,"1 June, 2020"
1991,52,44,27,24,33,10,18,23,30,24,26,31,342,024,"1 June, 2020"
1992,47,49,55,23,20,41,53,74,64,112,139,126,803,024,"1 June, 2020"
1993,204,130,117,132,124,184,277,451,573,742,821,761,4516,024,"1 June, 2020"
1994,563,433,374,323,375,289,381,534,573,535,552,537,5469,024,"1 June, 2020"
1995,434,369,302,221,338,284,314,405,368,412,410,342,4199,024,"1 June, 2020"
1996,314,248,213,204,210,241,241,319,434,685,717,735,4561,024,"1 June, 2020"
1997,815,667,509,439,490,569,803,921,1085,1476,1578,1447,10799,024,"1 June, 2020"
1998,1003,732,541,397,362,343,351,362,363,488,361,372,5675,024,"1 June, 2020"
1999,299,267,272,194,269,294,392,407,403,517,591,454,4359,024,"1 June, 2020"
2000,428,302,241,250,351,508,644,730,682,614,667,573,5990,024,"1 June, 2020"
2001,535,456,417,435,602,644,836,1209,969,1285,1155,970,9513,024,"1 June, 2020"
2002,787,579,438,387,458,324,376,382,397,467,523,451,5569,024,"1 June, 2020"
2003,400,246,271,216,311,309,478,510,541,568,662,585,5097,024,"1 June, 2020"
2004,442,362,308,335,401,496,605,957,1468,1273,1151,939,8737,024,"1 June, 2020"
2005,748,750,748,709,861,973,1197,1278,1101,1100,955,726,11146,024,"1 June, 2020"
2006,677,602,804,580,829,1006,1331,1410,1293,563,397,266,9758,024,"1 June, 2020"
2007,319,323,307,309,425,444,524,479,395,549,440,342,4856,024,"1 June, 2020"
2008,482,433,460,545,686,713,975,1083,1473,2128,2422,2892,14292,024,"1 June, 2020"
2009,2960,2614,3086,2527,2856,2383,2117,2253,2227,2354,2517,2290,30184,024,"1 June, 2020"
2010,2289,1798,1582,1447,1911,2033,2379,2988,3800,4850,5316,4439,34832,024,"1 June, 2020"
2011,4178,3367,3146,2447,2908,2687,2755,3358,3528,3327,3689,3362,38752,024,"1 June, 2020"
2012,3057,2343,1829,1623,2048,1725,1848,1900,1741,2042,2194,1743,24093,024,"1 June, 2020"
2013,1566,1151,906,865,935,756,963,1029,996,1221,1068,920,12376,024,"1 June, 2020"
2014,915,717,709,627,740,751,880,1044,1228,1463,1440,1378,11892,024,"1 June, 2020"
2015,1487,1241,1360,1199,1399,1589,1660,2054,1940,2548,3259,2836,22572,024,"1 June, 2020"
2016,2317,1940,1637,1338,1325,1214,1250,1600,1922,1903,2038,1636,20120,024,"1 June, 2020"
2017,1365,1012,1053,842,1043,950,1056,1097,977,1020,1002,819,12236,024,"1 June, 2020"
2018,878,817,772,742,780,695,731,1171,1208,1431,1829,1529,12583,024,"1 June, 2020"
2019,1320,836,935,793,986,841,959,1057,1035,1020,1175,1068,12025,024,"1 June, 2020"
2020,875,759,677,368,166,0,0,0,0,0,0,0,2845,024,"1 June, 2020"
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,025,"1 June, 2020"
2001,63,50,84,113,128,184,208,264,211,173,138,138,1754,065,"1 June, 2020"
2002,99,91,122,123,201,295,296,329,294,202,207,156,2415,065,"1 June, 2020"
2003,81,69,169,136,170,255,253,319,245,203,185,136,2221,065,"1 June, 2020"
2004,84,109,135,139,209,275,313,339,292,166,161,133,2355,065,"1 June, 2020"
2005,84,75,108,99,151,201,223,218,191,106,108,112,1676,065,"1 June, 2020"
2006,74,59,84,92,150,168,174,210,139,110,96,88,1444,065,"1 June, 2020"
2007,70,56,68,101,111,170,226,207,166,116,103,73,1467,065,"1 June, 2020"
2008,57,54,93,101,144,188,183,240,214,126,117,111,1628,065,"1 June, 2020"
2009,52,69,81,89,137,178,225,211,190,149,83,90,1554,065,"1 June, 2020"
2010,67,51,92,100,152,170,217,202,197,136,149,107,1640,065,"1 June, 2020"
2011,80,67,76,134,166,247,245,257,226,139,119,127,1883,065,"1 June, 2020"
2012,66,68,103,113,176,213,258,272,200,136,130,89,1824,065,"1 June, 2020"
2013,74,71,68,101,162,180,181,231,144,116,116,109,1553,065,"1 June, 2020"
2014,61,64,91,93,141,171,218,205,168,138,112,101,1563,065,"1 June, 2020"
2015,53,63,79,104,146,150,205,226,157,120,102,93,1498,065,"1 June, 2020"
2016,51,51,83,117,140,179,222,233,193,146,139,110,1664,065,"1 June, 2020"
2017,70,88,96,115,166,217,304,281,290,169,152,102,2050,065,"1 June, 2020"
2018,72,80,96,111,161,248,288,293,231,173,150,128,2031,065,"1 June, 2020"
2019,96,76,104,164,185,241,268,247,238,200,150,160,2129,065,"1 June, 2020"
2020,121,78,99,48,31,0,0,0,0,0,0,0,377,065,"1 June, 2020"
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2007,0,0,0,0,0,0,1,0,0,0,0,0,1,026,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,026,"1 June, 2020"
1991,39,42,50,52,56,52,60,36,28,28,35,34,512,027,"1 June, 2020"
1992,39,42,42,40,28,50,56,53,46,57,54,50,557,027,"1 June, 2020"
1993,47,78,74,84,80,94,75,83,83,69,62,39,868,027,"1 June, 2020"
1994,60,61,67,53,74,67,47,35,60,47,49,48,668,027,"1 June, 2020"
1995,33,29,36,33,36,43,32,43,35,52,41,36,449,027,"1 June, 2020"
1996,40,35,49,35,62,48,50,38,43,35,63,43,541,027,"1 June, 2020"
1997,46,38,35,48,60,59,45,38,48,47,35,39,538,027,"1 June, 2020"
1998,41,36,48,46,46,50,50,33,64,45,52,39,550,027,"1 June, 2020"
1999,33,40,43,38,40,53,36,35,53,57,40,47,515,027,"1 June, 2020"
2000,37,46,61,53,44,36,41,57,56,40,56,45,572,027,"1 June, 2020"
2001,66,67,59,47,63,56,45,46,53,64,59,57,682,027,"1 June, 2020"
2002,65,80,51,74,83,65,62,58,59,94,50,51,792,027,"1 June, 2020"
2003,79,77,57,51,32,39,29,33,32,56,49,26,560,027,"1 June, 2020"
2004,31,44,40,36,37,35,34,48,41,27,53,35,461,027,"1 June, 2020"
2005,32,23,28,36,43,40,22,21,28,18,28,34,353,027,"1 June, 2020"
2006,40,34,25,22,30,34,45,37,39,34,35,36,411,027,"1 June, 2020"
2007,49,34,33,36,48,30,40,28,43,41,39,26,447,027,"1 June, 2020"
2008,37,36,39,28,23,18,23,41,29,32,43,28,377,027,"1 June, 2020"
2009,36,30,32,28,28,25,16,27,25,25,28,17,317,027,"1 June, 2020"
2010,25,18,35,33,30,34,29,19,29,22,27,37,338,027,"1 June, 2020"
2011,21,30,37,29,29,26,26,34,26,28,35,38,359,027,"1 June, 2020"
2012,39,36,35,33,24,23,24,35,32,36,24,30,371,027,"1 June, 2020"
2013,31,39,39,49,47,43,46,33,38,36,38,52,491,027,"1 June, 2020"
2014,44,46,35,37,47,37,45,38,36,39,33,37,474,027,"1 June, 2020"
2015,61,54,48,53,50,43,51,56,54,50,38,47,605,027,"1 June, 2020"
2016,51,45,52,46,42,37,38,55,43,48,55,48,560,027,"1 June, 2020"
2017,47,49,38,45,42,35,47,33,26,33,44,39,478,027,"1 June, 2020"
2018,39,27,36,40,52,41,39,47,57,52,47,36,513,027,"1 June, 2020"
2019,57,53,57,43,37,42,32,37,50,62,48,45,563,027,"1 June, 2020"
2020,46,39,29,41,26,0,0,0,0,0,0,0,181,027,"1 June, 2020"
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,028,"1 June, 2020"
1993,464,1294,1320,716,386,225,132,117,116,110,158,232,5270,002,"1 June, 2020"
1994,544,817,1016,615,321,137,55,40,64,73,69,94,3845,002,"1 June, 2020"
1995,250,216,479,514,526,167,64,76,45,72,90,129,2628,002,"1 June, 2020"
1996,760,2005,2461,1139,510,191,96,87,72,92,161,191,7765,002,"1 June, 2020"
1997,868,1242,1361,1378,839,316,119,66,47,94,73,186,6589,002,"1 June, 2020"
1998,280,485,577,431,250,114,69,74,51,115,320,388,3154,002,"1 June, 2020"
1999,476,659,981,793,493,166,83,93,78,104,156,288,4370,002,"1 June, 2020"
2000,580,674,778,649,586,180,89,64,71,136,173,216,4196,002,"1 June, 2020"
2001,558,617,547,586,418,145,64,50,44,59,70,62,3220,002,"1 June, 2020"
2002,143,223,300,301,188,77,39,24,35,37,37,46,1450,002,"1 June, 2020"
2003,113,109,363,1041,1001,305,103,53,59,89,188,413,3837,002,"1 June, 2020"
2004,633,604,1202,892,384,96,54,50,47,60,90,85,4197,002,"1 June, 2020"
2005,146,303,467,311,155,87,84,90,106,90,194,486,2519,002,"1 June, 2020"
2006,990,1167,1264,647,328,149,135,141,135,159,205,180,5500,002,"1 June, 2020"
2007,218,314,570,528,507,235,219,179,241,366,379,391,4147,002,"1 June, 2020"
2008,701,1071,1003,526,375,249,252,241,276,247,320,346,5607,002,"1 June, 2020"
2009,429,524,669,590,528,392,270,237,318,374,232,175,4738,002,"1 June, 2020"
2010,268,445,923,1018,588,273,200,164,195,254,344,448,5120,002,"1 June, 2020"
2011,889,1176,960,524,301,157,111,125,138,183,240,325,5129,002,"1 June, 2020"
2012,637,834,824,635,394,170,152,145,185,227,272,203,4678,002,"1 June, 2020"
2013,413,506,433,538,487,287,262,223,192,263,335,372,4311,002,"1 June, 2020"
2014,451,506,657,459,513,330,256,295,327,442,517,557,5310,002,"1 June, 2020"
2015,843,2362,2474,1060,587,355,270,263,274,361,375,319,9543,002,"1 June, 2020"
2016,270,395,567,567,324,147,93,94,94,110,245,829,3735,002,"1 June, 2020"
